state,date,creditcardSpend
PA,2020-02-28,-.0645
RI,2020-02-28,.0401
SC,2020-02-28,-.0598
SD,2020-02-28,-.0816
TN,2020-02-28,-.057
TX,2020-02-28,-.0134
UT,2020-02-28,.00401
VT,2020-02-28,-.14
VA,2020-02-28,-.0441
WA,2020-02-28,.00452
WV,2020-02-28,-.0973
WI,2020-02-28,-.0265
WY,2020-02-28,-.035
AL,2020-02-29,-.04
AK,2020-02-29,-.0331
AZ,2020-02-29,.0245
AR,2020-02-29,.0462
CA,2020-02-29,.00646
CO,2020-02-29,-.00953
CT,2020-02-29,-.0182
DE,2020-02-29,-.0991
DC,2020-02-29,-.0317
FL,2020-02-29,-.032
GA,2020-02-29,-.0156
HI,2020-02-29,.00182
ID,2020-02-29,-.0142
IL,2020-02-29,-.0426
IN,2020-02-29,-.0643
IA,2020-02-29,-.0495
KS,2020-02-29,-.00239
KY,2020-02-29,-.0386
LA,2020-02-29,-.0287
ME,2020-02-29,-.0503
MD,2020-02-29,-.056
MA,2020-02-29,.00926
MI,2020-02-29,-.0416
MN,2020-02-29,-.00642
MS,2020-02-29,-.0918
MO,2020-02-29,.00428
MT,2020-02-29,.0981
NE,2020-02-29,-.0563
NV,2020-02-29,-.0264
NH,2020-02-29,.0091
NJ,2020-02-29,-.0149
NM,2020-02-29,.0276
NY,2020-02-29,-.0354
NC,2020-02-29,-.00129
ND,2020-02-29,.00434
OH,2020-02-29,-.0575
OK,2020-02-29,-.00546
OR,2020-02-29,.0643
PA,2020-02-29,-.0587
RI,2020-02-29,.0584
SC,2020-02-29,-.0387
SD,2020-02-29,-.0695
TN,2020-02-29,-.0175
TX,2020-02-29,.00172
UT,2020-02-29,.0238
VT,2020-02-29,-.135
VA,2020-02-29,-.0236
WA,2020-02-29,.0238
WV,2020-02-29,-.0744
WI,2020-02-29,-.0154
WY,2020-02-29,-.0253
AL,2020-03-01,-.0559
AK,2020-03-01,-.0656
AZ,2020-03-01,-.0188
AR,2020-03-01,.0108
CA,2020-03-01,-.0154
CO,2020-03-01,-.0302
CT,2020-03-01,-.0396
DE,2020-03-01,-.0784
DC,2020-03-01,-.0507
FL,2020-03-01,-.044
GA,2020-03-01,-.0346
HI,2020-03-01,-.0137
ID,2020-03-01,-.027
IL,2020-03-01,-.0625
IN,2020-03-01,-.0801
IA,2020-03-01,-.0553
KS,2020-03-01,-.00868
KY,2020-03-01,-.0378
LA,2020-03-01,-.0556
ME,2020-03-01,-.0599
MD,2020-03-01,-.04
MA,2020-03-01,-.026
MI,2020-03-01,-.0564
MN,2020-03-01,-.00332
MS,2020-03-01,-.107
MO,2020-03-01,-.00965
MT,2020-03-01,.0949
NE,2020-03-01,-.0407
NV,2020-03-01,-.0429
NH,2020-03-01,-.00435
NJ,2020-03-01,-.0266
NM,2020-03-01,-.00811
NY,2020-03-01,-.0551
NC,2020-03-01,-.0235
ND,2020-03-01,-.00779
OH,2020-03-01,-.0589
OK,2020-03-01,-.0489
OR,2020-03-01,.03
PA,2020-03-01,-.0501
RI,2020-03-01,-.0153
SC,2020-03-01,-.063
SD,2020-03-01,-.0712
TN,2020-03-01,-.0247
TX,2020-03-01,-.021
UT,2020-03-01,.00235
VT,2020-03-01,-.15
VA,2020-03-01,-.0388
WA,2020-03-01,-.00661
WV,2020-03-01,-.066
WI,2020-03-01,-.0185
WY,2020-03-01,-.0334
AL,2020-03-02,-.0436
AK,2020-03-02,-.0709
AZ,2020-03-02,-.00715
AR,2020-03-02,.00464
CA,2020-03-02,.00543
CO,2020-03-02,-.0225
CT,2020-03-02,-.00696
DE,2020-03-02,-.0688
DC,2020-03-02,-.0292
FL,2020-03-02,-.0252
GA,2020-03-02,-.0241
HI,2020-03-02,-.000587
ID,2020-03-02,-.00777
IL,2020-03-02,-.0554
IN,2020-03-02,-.0844
IA,2020-03-02,-.0645
KS,2020-03-02,-.0146
KY,2020-03-02,-.0294
LA,2020-03-02,-.0414
ME,2020-03-02,-.0365
MD,2020-03-02,-.0313
MA,2020-03-02,-.00397
MI,2020-03-02,-.0352
MN,2020-03-02,.00142
MS,2020-03-02,-.102
MO,2020-03-02,-.00716
MT,2020-03-02,.139
NE,2020-03-02,-.0571
NV,2020-03-02,-.00936
NH,2020-03-02,.00249
NJ,2020-03-02,-.000704
NM,2020-03-02,-.0135
NY,2020-03-02,-.0364
NC,2020-03-02,-.0148
ND,2020-03-02,.0095
OH,2020-03-02,-.0476
OK,2020-03-02,-.0348
OR,2020-03-02,.0328
PA,2020-03-02,-.0375
RI,2020-03-02,-.0125
SC,2020-03-02,-.0402
SD,2020-03-02,-.0711
TN,2020-03-02,-.0245
TX,2020-03-02,-.00423
UT,2020-03-02,.0121
VT,2020-03-02,-.14
VA,2020-03-02,-.0372
WA,2020-03-02,-.00372
WV,2020-03-02,-.0543
WI,2020-03-02,-.0236
WY,2020-03-02,.00913
AL,2020-03-03,-.0175
AK,2020-03-03,-.0248
AZ,2020-03-03,-.0156
AR,2020-03-03,.0161
CA,2020-03-03,.00683
CO,2020-03-03,.00704
CT,2020-03-03,-.0122
DE,2020-03-03,-.0501
DC,2020-03-03,-.028
FL,2020-03-03,-.0202
GA,2020-03-03,-.00488
HI,2020-03-03,.0101
ID,2020-03-03,-.0147
IL,2020-03-03,-.0397
IN,2020-03-03,-.0609
IA,2020-03-03,-.0692
KS,2020-03-03,.0072
KY,2020-03-03,.00326
LA,2020-03-03,.0126
ME,2020-03-03,-.0385
MD,2020-03-03,-.0207
MA,2020-03-03,-.00528
MI,2020-03-03,-.0435
MN,2020-03-03,-.0108
MS,2020-03-03,-.0319
MO,2020-03-03,.0361
MT,2020-03-03,.091
NE,2020-03-03,-.0677
NV,2020-03-03,-.0131
NH,2020-03-03,-.0124
NJ,2020-03-03,-.00268
NM,2020-03-03,-.0103
NY,2020-03-03,-.0354
NC,2020-03-03,-.013
ND,2020-03-03,.0199
OH,2020-03-03,-.0398
OK,2020-03-03,-.00716
OR,2020-03-03,.0267
PA,2020-03-03,-.0384
RI,2020-03-03,-.0576
SC,2020-03-03,-.024
SD,2020-03-03,-.0746
TN,2020-03-03,-.0222
TX,2020-03-03,.00239
UT,2020-03-03,.0198
VT,2020-03-03,-.126
VA,2020-03-03,-.0248
WA,2020-03-03,-.00503
WV,2020-03-03,-.0231
WI,2020-03-03,-.0433
WY,2020-03-03,.0192
AL,2020-03-04,-.0222
AK,2020-03-04,-.0138
AZ,2020-03-04,-.0268
AR,2020-03-04,-.00127
CA,2020-03-04,.00334
CO,2020-03-04,-.00507
CT,2020-03-04,-.0169
DE,2020-03-04,-.0616
DC,2020-03-04,-.0327
FL,2020-03-04,-.028
GA,2020-03-04,-.0118
HI,2020-03-04,-.0137
ID,2020-03-04,-.0285
IL,2020-03-04,-.0448
IN,2020-03-04,-.0663
IA,2020-03-04,-.0668
KS,2020-03-04,.0171
KY,2020-03-04,.00457
LA,2020-03-04,-.00505
ME,2020-03-04,-.0446
MD,2020-03-04,-.022
MA,2020-03-04,-.00843
MI,2020-03-04,-.0438
MN,2020-03-04,-.0098
MS,2020-03-04,-.0301
MO,2020-03-04,.0507
MT,2020-03-04,.0495
NE,2020-03-04,-.0623
NV,2020-03-04,-.0165
NH,2020-03-04,-.0114
NJ,2020-03-04,-.0152
NM,2020-03-04,-.0131
NY,2020-03-04,-.0428
NC,2020-03-04,-.0136
ND,2020-03-04,.0113
OH,2020-03-04,-.0381
OK,2020-03-04,.00241
OR,2020-03-04,.00934
PA,2020-03-04,-.0469
RI,2020-03-04,-.07
SC,2020-03-04,-.032
SD,2020-03-04,-.0759
TN,2020-03-04,-.0312
TX,2020-03-04,-.00713
UT,2020-03-04,.00813
VT,2020-03-04,-.123
VA,2020-03-04,-.0261
WA,2020-03-04,.00268
WV,2020-03-04,-.0277
WI,2020-03-04,-.0438
WY,2020-03-04,-.014
AL,2020-03-05,-.0349
AK,2020-03-05,.00835
AZ,2020-03-05,-.0214
AR,2020-03-05,-.00964
CA,2020-03-05,.00905
CO,2020-03-05,-.00642
CT,2020-03-05,-.0178
DE,2020-03-05,-.0709
DC,2020-03-05,-.0316
FL,2020-03-05,-.0395
GA,2020-03-05,-.0281
HI,2020-03-05,-.0433
ID,2020-03-05,-.0138
IL,2020-03-05,-.0523
IN,2020-03-05,-.0894
IA,2020-03-05,-.0621
KS,2020-03-05,-.0286
KY,2020-03-05,-.0228
LA,2020-03-05,-.00381
ME,2020-03-05,-.0324
MD,2020-03-05,-.0327
MA,2020-03-05,.00417
MI,2020-03-05,-.0256
MN,2020-03-05,.00332
MS,2020-03-05,-.0402
MO,2020-03-05,.0124
MT,2020-03-05,.0278
NE,2020-03-05,-.0469
NV,2020-03-05,-.0316
NH,2020-03-05,.0105
NJ,2020-03-05,-.0131
NM,2020-03-05,-.00501
NY,2020-03-05,-.0329
NC,2020-03-05,-.0156
ND,2020-03-05,.0076
OH,2020-03-05,-.0297
OK,2020-03-05,.00378
OR,2020-03-05,-.00297
PA,2020-03-05,-.0456
RI,2020-03-05,-.0311
SC,2020-03-05,-.0404
SD,2020-03-05,-.063
TN,2020-03-05,-.0348
TX,2020-03-05,-.00638
UT,2020-03-05,.00962
VT,2020-03-05,-.135
VA,2020-03-05,-.0355
WA,2020-03-05,-.00447
WV,2020-03-05,-.0298
WI,2020-03-05,-.0265
WY,2020-03-05,-.0383
AL,2020-03-06,-.0318
AK,2020-03-06,.0372
AZ,2020-03-06,-.0254
AR,2020-03-06,-.00051
CA,2020-03-06,.00897
CO,2020-03-06,-.00835
CT,2020-03-06,-.0195
DE,2020-03-06,-.0535
DC,2020-03-06,-.0611
FL,2020-03-06,-.0369
GA,2020-03-06,-.0276
HI,2020-03-06,-.0383
ID,2020-03-06,-.00139
IL,2020-03-06,-.0527
IN,2020-03-06,-.0975
IA,2020-03-06,-.0616
KS,2020-03-06,-.0231
KY,2020-03-06,-.0122
LA,2020-03-06,-.00301
ME,2020-03-06,-.0125
MD,2020-03-06,-.0326
MA,2020-03-06,-.011
MI,2020-03-06,-.0324
MN,2020-03-06,.00466
MS,2020-03-06,-.0331
MO,2020-03-06,.000853
MT,2020-03-06,-.00163
NE,2020-03-06,-.0269
NV,2020-03-06,-.00843
NH,2020-03-06,.0116
NJ,2020-03-06,-.0118
NM,2020-03-06,-.00466
NY,2020-03-06,-.0353
NC,2020-03-06,-.0214
ND,2020-03-06,.0202
OH,2020-03-06,-.0322
OK,2020-03-06,-.00408
OR,2020-03-06,-.0215
PA,2020-03-06,-.0338
RI,2020-03-06,-.0374
SC,2020-03-06,-.0362
SD,2020-03-06,-.0527
TN,2020-03-06,-.0308
TX,2020-03-06,-.00149
UT,2020-03-06,.00921
VT,2020-03-06,-.142
VA,2020-03-06,-.0362
WA,2020-03-06,-.0245
WV,2020-03-06,-.0239
WI,2020-03-06,-.0332
WY,2020-03-06,-.0324
AL,2020-03-07,-.0197
AK,2020-03-07,.0386
AZ,2020-03-07,-.0177
AR,2020-03-07,.00579
CA,2020-03-07,.0105
CO,2020-03-07,-.00647
CT,2020-03-07,-.00712
DE,2020-03-07,-.0501
DC,2020-03-07,-.0607
FL,2020-03-07,-.0189
GA,2020-03-07,-.0126
HI,2020-03-07,-.0197
ID,2020-03-07,.00653
IL,2020-03-07,-.0418
IN,2020-03-07,-.0765
IA,2020-03-07,-.04
KS,2020-03-07,-.00432
KY,2020-03-07,.000374
LA,2020-03-07,-.00648
ME,2020-03-07,.00296
MD,2020-03-07,-.00996
MA,2020-03-07,-.018
MI,2020-03-07,-.0146
MN,2020-03-07,.0143
MS,2020-03-07,-.0168
MO,2020-03-07,.00319
MT,2020-03-07,.0229
NE,2020-03-07,-.00412
NV,2020-03-07,-.000128
NH,2020-03-07,.0236
NJ,2020-03-07,.005
NM,2020-03-07,.00417
NY,2020-03-07,-.0222
NC,2020-03-07,-.00662
ND,2020-03-07,.0381
OH,2020-03-07,-.024
OK,2020-03-07,-.00609
OR,2020-03-07,-.0208
PA,2020-03-07,-.0154
RI,2020-03-07,-.0341
SC,2020-03-07,-.0219
SD,2020-03-07,-.0282
TN,2020-03-07,-.0195
TX,2020-03-07,.0103
UT,2020-03-07,.0128
VT,2020-03-07,-.118
VA,2020-03-07,-.026
WA,2020-03-07,-.0208
WV,2020-03-07,-.0138
WI,2020-03-07,-.0213
WY,2020-03-07,-.00184
AL,2020-03-08,.00295
AK,2020-03-08,.0431
AZ,2020-03-08,.00433
AR,2020-03-08,.054
CA,2020-03-08,.0198
CO,2020-03-08,.00516
CT,2020-03-08,-.0101
DE,2020-03-08,-.053
DC,2020-03-08,-.0282
FL,2020-03-08,-.00165
GA,2020-03-08,.00845
HI,2020-03-08,.00547
ID,2020-03-08,.0215
IL,2020-03-08,-.019
IN,2020-03-08,-.0431
IA,2020-03-08,-.0214
KS,2020-03-08,.0148
KY,2020-03-08,.019
LA,2020-03-08,.0232
ME,2020-03-08,.0261
MD,2020-03-08,.00941
MA,2020-03-08,.0145
MI,2020-03-08,.00912
MN,2020-03-08,.00396
MS,2020-03-08,.005
MO,2020-03-08,.0335
MT,2020-03-08,.0208
NE,2020-03-08,.00812
NV,2020-03-08,.019
NH,2020-03-08,.0338
NJ,2020-03-08,.0256
NM,2020-03-08,.0176
NY,2020-03-08,-.00239
NC,2020-03-08,.00636
ND,2020-03-08,.0479
OH,2020-03-08,-.0042
OK,2020-03-08,.0332
OR,2020-03-08,-.000124
PA,2020-03-08,-.00279
RI,2020-03-08,-.000702
SC,2020-03-08,.00846
SD,2020-03-08,-.0303
TN,2020-03-08,.00498
TX,2020-03-08,.0297
UT,2020-03-08,.0303
VT,2020-03-08,-.1
VA,2020-03-08,-.00448
WA,2020-03-08,-.00233
WV,2020-03-08,-.00197
WI,2020-03-08,-.00837
WY,2020-03-08,.0125
AL,2020-03-09,-.00122
AK,2020-03-09,.0318
AZ,2020-03-09,-.00585
AR,2020-03-09,.0482
CA,2020-03-09,-.00368
CO,2020-03-09,-.0137
CT,2020-03-09,-.0525
DE,2020-03-09,-.0542
DC,2020-03-09,-.047
FL,2020-03-09,-.0153
GA,2020-03-09,.00352
HI,2020-03-09,-.00333
ID,2020-03-09,.0106
IL,2020-03-09,-.033
IN,2020-03-09,-.0358
IA,2020-03-09,-.0226
KS,2020-03-09,.00563
KY,2020-03-09,.0253
LA,2020-03-09,.0129
ME,2020-03-09,.0184
MD,2020-03-09,-.00616
MA,2020-03-09,-.0194
MI,2020-03-09,-.00154
MN,2020-03-09,.000304
MS,2020-03-09,.0195
MO,2020-03-09,.0393
MT,2020-03-09,-.0085
NE,2020-03-09,-.0116
NV,2020-03-09,-.0114
NH,2020-03-09,.0169
NJ,2020-03-09,-.00259
NM,2020-03-09,.0167
NY,2020-03-09,-.0247
NC,2020-03-09,-.0051
ND,2020-03-09,.0582
OH,2020-03-09,-.00567
OK,2020-03-09,.033
OR,2020-03-09,-.0195
PA,2020-03-09,-.0155
RI,2020-03-09,-.0818
SC,2020-03-09,-.00873
SD,2020-03-09,-.0098
TN,2020-03-09,.00219
TX,2020-03-09,.0141
UT,2020-03-09,.0133
VT,2020-03-09,-.102
VA,2020-03-09,-.00702
WA,2020-03-09,-.0116
WV,2020-03-09,-.000365
WI,2020-03-09,-.0228
WY,2020-03-09,.00271
AL,2020-03-10,-.02
AK,2020-03-10,-.00372
AZ,2020-03-10,.0049
AR,2020-03-10,.0347
CA,2020-03-10,-.0184
CO,2020-03-10,-.0422
CT,2020-03-10,-.0286
DE,2020-03-10,-.057
DC,2020-03-10,-.0471
FL,2020-03-10,-.0223
GA,2020-03-10,-.0128
HI,2020-03-10,-.0155
ID,2020-03-10,.0461
IL,2020-03-10,-.0495
IN,2020-03-10,-.0479
IA,2020-03-10,-.0239
KS,2020-03-10,-.0181
KY,2020-03-10,-.00769
LA,2020-03-10,-.00948
ME,2020-03-10,.0186
MD,2020-03-10,-.0165
MA,2020-03-10,-.00883
MI,2020-03-10,.00944
MN,2020-03-10,.00743
MS,2020-03-10,-.0265
MO,2020-03-10,.00988
MT,2020-03-10,.0153
NE,2020-03-10,-.0155
NV,2020-03-10,-.0188
NH,2020-03-10,.0349
NJ,2020-03-10,.00234
NM,2020-03-10,.00844
NY,2020-03-10,-.0228
NC,2020-03-10,-.00681
ND,2020-03-10,.0469
OH,2020-03-10,-.0124
OK,2020-03-10,.0217
OR,2020-03-10,-.0205
PA,2020-03-10,-.00954
RI,2020-03-10,-.0538
SC,2020-03-10,-.0211
SD,2020-03-10,.0288
TN,2020-03-10,-.0196
TX,2020-03-10,.0087
UT,2020-03-10,.00139
VT,2020-03-10,-.106
VA,2020-03-10,-.0188
WA,2020-03-10,-.0172
WV,2020-03-10,-.0239
WI,2020-03-10,-.00429
WY,2020-03-10,.00722
AL,2020-03-11,-.0183
AK,2020-03-11,-.0251
AZ,2020-03-11,.0011
AR,2020-03-11,.034
CA,2020-03-11,-.0191
CO,2020-03-11,-.0449
CT,2020-03-11,-.0205
DE,2020-03-11,-.0522
DC,2020-03-11,-.0545
FL,2020-03-11,-.0228
GA,2020-03-11,-.0106
HI,2020-03-11,.00151
ID,2020-03-11,.0328
IL,2020-03-11,-.0472
IN,2020-03-11,-.0544
IA,2020-03-11,-.0337
KS,2020-03-11,-.0399
KY,2020-03-11,-.0212
LA,2020-03-11,.00123
ME,2020-03-11,.0153
MD,2020-03-11,-.0176
MA,2020-03-11,-.0062
MI,2020-03-11,.0102
MN,2020-03-11,.00404
MS,2020-03-11,-.0216
MO,2020-03-11,-.00454
MT,2020-03-11,.0353
NE,2020-03-11,-.0161
NV,2020-03-11,-.018
NH,2020-03-11,.0254
NJ,2020-03-11,.00151
NM,2020-03-11,.0139
NY,2020-03-11,-.022
NC,2020-03-11,-.000818
ND,2020-03-11,.0335
OH,2020-03-11,-.0261
OK,2020-03-11,-.0012
OR,2020-03-11,-.0266
PA,2020-03-11,-.0111
RI,2020-03-11,-.0341
SC,2020-03-11,-.0178
SD,2020-03-11,-.00126
TN,2020-03-11,-.0211
TX,2020-03-11,.0135
UT,2020-03-11,.0049
VT,2020-03-11,-.107
VA,2020-03-11,-.0205
WA,2020-03-11,-.0281
WV,2020-03-11,-.0346
WI,2020-03-11,-.00316
WY,2020-03-11,.0254
AL,2020-03-12,.0114
AK,2020-03-12,.0274
AZ,2020-03-12,.0179
AR,2020-03-12,.0658
CA,2020-03-12,-.0171
CO,2020-03-12,-.0438
CT,2020-03-12,-.0172
DE,2020-03-12,-.0356
DC,2020-03-12,-.0264
FL,2020-03-12,-.0131
GA,2020-03-12,.0136
HI,2020-03-12,.0208
ID,2020-03-12,.0337
IL,2020-03-12,-.0348
IN,2020-03-12,-.0462
IA,2020-03-12,-.0184
KS,2020-03-12,.00533
KY,2020-03-12,.000244
LA,2020-03-12,-.0105
ME,2020-03-12,.0246
MD,2020-03-12,.0107
MA,2020-03-12,.00199
MI,2020-03-12,-.00119
MN,2020-03-12,.00605
MS,2020-03-12,-.000328
MO,2020-03-12,.0308
MT,2020-03-12,.0542
NE,2020-03-12,.0073
NV,2020-03-12,-.00625
NH,2020-03-12,.0232
NJ,2020-03-12,.0104
NM,2020-03-12,.0364
NY,2020-03-12,-.00582
NC,2020-03-12,.0153
ND,2020-03-12,.0228
OH,2020-03-12,-.0126
OK,2020-03-12,.0112
OR,2020-03-12,-.0176
PA,2020-03-12,.00339
RI,2020-03-12,-.0242
SC,2020-03-12,-.00371
SD,2020-03-12,.00757
TN,2020-03-12,-.00629
TX,2020-03-12,.0226
UT,2020-03-12,.0372
VT,2020-03-12,-.087
VA,2020-03-12,-.000981
WA,2020-03-12,-.0211
WV,2020-03-12,-.0235
WI,2020-03-12,-.00519
WY,2020-03-12,.0435
AL,2020-03-13,.0259
AK,2020-03-13,.0336
AZ,2020-03-13,.0362
AR,2020-03-13,.0683
CA,2020-03-13,-.014
CO,2020-03-13,.0039
CT,2020-03-13,-.000116
DE,2020-03-13,-.0317
DC,2020-03-13,.00412
FL,2020-03-13,-.00163
GA,2020-03-13,.0223
HI,2020-03-13,.0314
ID,2020-03-13,.048
IL,2020-03-13,-.0271
IN,2020-03-13,-.0308
IA,2020-03-13,-.00739
KS,2020-03-13,.0212
KY,2020-03-13,.0139
LA,2020-03-13,.00597
ME,2020-03-13,.0407
MD,2020-03-13,.0251
MA,2020-03-13,.042
MI,2020-03-13,.0182
MN,2020-03-13,.0124
MS,2020-03-13,-.00454
MO,2020-03-13,.0351
MT,2020-03-13,.0615
NE,2020-03-13,.0194
NV,2020-03-13,.00803
NH,2020-03-13,.0575
NJ,2020-03-13,.0264
NM,2020-03-13,.0432
NY,2020-03-13,.0113
NC,2020-03-13,.0301
ND,2020-03-13,.0184
OH,2020-03-13,.000622
OK,2020-03-13,.031
OR,2020-03-13,.00844
PA,2020-03-13,.0165
RI,2020-03-13,-.000954
SC,2020-03-13,.00296
SD,2020-03-13,.0252
TN,2020-03-13,.0144
TX,2020-03-13,.0297
UT,2020-03-13,.0714
VT,2020-03-13,-.0741
VA,2020-03-13,.0136
WA,2020-03-13,-.0173
WV,2020-03-13,.00205
WI,2020-03-13,.0102
WY,2020-03-13,.106
AL,2020-03-14,.0282
AK,2020-03-14,.0177
AZ,2020-03-14,.0242
AR,2020-03-14,.0456
CA,2020-03-14,-.0201
CO,2020-03-14,.0227
CT,2020-03-14,-.0208
DE,2020-03-14,-.0631
DC,2020-03-14,-.0253
FL,2020-03-14,-.00757
GA,2020-03-14,.00861
HI,2020-03-14,.0302
ID,2020-03-14,.0313
IL,2020-03-14,-.0404
IN,2020-03-14,-.0329
IA,2020-03-14,-.0344
KS,2020-03-14,-.00162
KY,2020-03-14,-.0048
LA,2020-03-14,.0128
ME,2020-03-14,.0383
MD,2020-03-14,-.00314
MA,2020-03-14,.015
MI,2020-03-14,.0062
MN,2020-03-14,.00843
MS,2020-03-14,-.0186
MO,2020-03-14,.0252
MT,2020-03-14,.0305
NE,2020-03-14,-.011
NV,2020-03-14,.0099
NH,2020-03-14,.0509
NJ,2020-03-14,.00768
NM,2020-03-14,.0151
NY,2020-03-14,-.00378
NC,2020-03-14,.017
ND,2020-03-14,.0475
OH,2020-03-14,-.0146
OK,2020-03-14,.016
OR,2020-03-14,-.00369
PA,2020-03-14,-.00758
RI,2020-03-14,-.0806
SC,2020-03-14,-.0064
SD,2020-03-14,.0105
TN,2020-03-14,.00929
TX,2020-03-14,.0102
UT,2020-03-14,.0677
VT,2020-03-14,-.0637
VA,2020-03-14,.00482
WA,2020-03-14,-.0365
WV,2020-03-14,-.00217
WI,2020-03-14,-.00705
WY,2020-03-14,.122
AL,2020-03-15,.0138
AK,2020-03-15,.0244
AZ,2020-03-15,.00201
AR,2020-03-15,-.00182
CA,2020-03-15,-.0324
CO,2020-03-15,.00551
CT,2020-03-15,-.0245
DE,2020-03-15,-.0962
DC,2020-03-15,-.0552
FL,2020-03-15,-.0264
GA,2020-03-15,-.016
HI,2020-03-15,.00481
ID,2020-03-15,.00729
IL,2020-03-15,-.0569
IN,2020-03-15,-.051
IA,2020-03-15,-.0517
KS,2020-03-15,-.0449
KY,2020-03-15,-.0358
LA,2020-03-15,-.0114
ME,2020-03-15,.0223
MD,2020-03-15,-.0339
MA,2020-03-15,-.0196
MI,2020-03-15,-.00842
MN,2020-03-15,.00251
MS,2020-03-15,-.0384
MO,2020-03-15,-.0104
MT,2020-03-15,.00443
NE,2020-03-15,-.0285
NV,2020-03-15,.000936
NH,2020-03-15,.0269
NJ,2020-03-15,-.0197
NM,2020-03-15,-.0021
NY,2020-03-15,-.0232
NC,2020-03-15,.00231
ND,2020-03-15,.0351
OH,2020-03-15,-.0314
OK,2020-03-15,-.0013
OR,2020-03-15,-.028
PA,2020-03-15,-.0264
RI,2020-03-15,-.0986
SC,2020-03-15,-.0279
SD,2020-03-15,-.0171
TN,2020-03-15,-.0085
TX,2020-03-15,-.0112
UT,2020-03-15,.0477
VT,2020-03-15,-.0723
VA,2020-03-15,-.0226
WA,2020-03-15,-.0515
WV,2020-03-15,-.0271
WI,2020-03-15,-.0204
WY,2020-03-15,.0652
AL,2020-03-16,.0218
AK,2020-03-16,.0517
AZ,2020-03-16,-.00232
AR,2020-03-16,-.0017
CA,2020-03-16,-.0214
CO,2020-03-16,.00977
CT,2020-03-16,-.0154
DE,2020-03-16,-.0849
DC,2020-03-16,-.109
FL,2020-03-16,-.0161
GA,2020-03-16,-.0149
HI,2020-03-16,.0105
ID,2020-03-16,.0182
IL,2020-03-16,-.0483
IN,2020-03-16,-.043
IA,2020-03-16,-.0347
KS,2020-03-16,-.0314
KY,2020-03-16,-.0382
LA,2020-03-16,.00428
ME,2020-03-16,.0274
MD,2020-03-16,-.0217
MA,2020-03-16,-.0198
MI,2020-03-16,-.00215
MN,2020-03-16,-.000888
MS,2020-03-16,-.0381
MO,2020-03-16,-.0176
MT,2020-03-16,.0352
NE,2020-03-16,-.0215
NV,2020-03-16,.014
NH,2020-03-16,.0368
NJ,2020-03-16,-.0119
NM,2020-03-16,.00124
NY,2020-03-16,-.013
NC,2020-03-16,.0112
ND,2020-03-16,.0271
OH,2020-03-16,-.0319
OK,2020-03-16,.00889
OR,2020-03-16,-.0141
PA,2020-03-16,-.0184
RI,2020-03-16,-.0573
SC,2020-03-16,-.0166
SD,2020-03-16,-.0561
TN,2020-03-16,-.00314
TX,2020-03-16,-.00365
UT,2020-03-16,.0491
VT,2020-03-16,-.0304
VA,2020-03-16,-.0224
WA,2020-03-16,-.0465
WV,2020-03-16,-.0233
WI,2020-03-16,-.0175
WY,2020-03-16,.0472
AL,2020-03-17,.0247
AK,2020-03-17,.0362
AZ,2020-03-17,-.00831
AR,2020-03-17,-.0174
CA,2020-03-17,-.0294
CO,2020-03-17,.00267
CT,2020-03-17,-.0501
DE,2020-03-17,-.1
DC,2020-03-17,-.127
FL,2020-03-17,-.0126
GA,2020-03-17,-.025
HI,2020-03-17,.0191
ID,2020-03-17,-.0159
IL,2020-03-17,-.0686
IN,2020-03-17,-.0527
IA,2020-03-17,-.0389
KS,2020-03-17,-.037
KY,2020-03-17,-.0304
LA,2020-03-17,.00217
ME,2020-03-17,.0101
MD,2020-03-17,-.0314
MA,2020-03-17,-.0505
MI,2020-03-17,-.024
MN,2020-03-17,-.0203
MS,2020-03-17,-.0311
MO,2020-03-17,-.0255
MT,2020-03-17,.0286
NE,2020-03-17,-.0292
NV,2020-03-17,.0266
NH,2020-03-17,.0125
NJ,2020-03-17,-.0281
NM,2020-03-17,-.00574
NY,2020-03-17,-.029
NC,2020-03-17,.00235
ND,2020-03-17,.0242
OH,2020-03-17,-.0462
OK,2020-03-17,-.0097
OR,2020-03-17,-.00334
PA,2020-03-17,-.0416
RI,2020-03-17,-.0813
SC,2020-03-17,-.0161
SD,2020-03-17,-.0856
TN,2020-03-17,-.00335
TX,2020-03-17,-.0106
UT,2020-03-17,.0558
VT,2020-03-17,-.023
VA,2020-03-17,-.0233
WA,2020-03-17,-.0606
WV,2020-03-17,-.0167
WI,2020-03-17,-.0386
WY,2020-03-17,.0279
AL,2020-03-18,.0197
AK,2020-03-18,.0175
AZ,2020-03-18,-.0319
AR,2020-03-18,-.0376
CA,2020-03-18,-.0527
CO,2020-03-18,-.00835
CT,2020-03-18,-.0905
DE,2020-03-18,-.133
DC,2020-03-18,-.166
FL,2020-03-18,-.0239
GA,2020-03-18,-.0467
HI,2020-03-18,-.0064
ID,2020-03-18,-.0104
IL,2020-03-18,-.0992
IN,2020-03-18,-.0749
IA,2020-03-18,-.0681
KS,2020-03-18,-.0546
KY,2020-03-18,-.0413
LA,2020-03-18,-.0218
ME,2020-03-18,-.0159
MD,2020-03-18,-.0661
MA,2020-03-18,-.103
MI,2020-03-18,-.0498
MN,2020-03-18,-.0439
MS,2020-03-18,-.0477
