state,date,covidCases
DC,2020-03-29,342
FL,2020-03-29,4943
GA,2020-03-29,2683
HI,2020-03-29,175
ID,2020-03-29,310
IL,2020-03-29,4615
IN,2020-03-29,1522
IA,2020-03-29,336
KS,2020-03-29,333
KY,2020-03-29,439
LA,2020-03-29,3539
ME,2020-03-29,253
MD,2020-03-29,1244
MA,2020-03-29,4955
MI,2020-03-29,5486
MN,2020-03-29,504
MS,2020-03-29,759
MO,2020-03-29,902
MT,2020-03-29,161
NE,2020-03-29,138
NV,2020-03-29,920
NH,2020-03-29,258
NJ,2020-03-29,13386
NM,2020-03-29,237
NY,2020-03-29,59783
NC,2020-03-29,1166
ND,2020-03-29,97
OH,2020-03-29,1665
OK,2020-03-29,429
OR,2020-03-29,549
PA,2020-03-29,3441
RI,2020-03-29,294
SC,2020-03-29,775
SD,2020-03-29,90
TN,2020-03-29,1569
TX,2020-03-29,2722
UT,2020-03-29,719
VT,2020-03-29,235
VA,2020-03-29,889
WA,2020-03-29,4897
WV,2020-03-29,124
WI,2020-03-29,1120
WY,2020-03-29,88
AL,2020-03-30,947
AK,2020-03-30,120
AZ,2020-03-30,1169
AR,2020-03-30,508
CA,2020-03-30,7421
CO,2020-03-30,2628
CT,2020-03-30,2571
DE,2020-03-30,264
DC,2020-03-30,401
FL,2020-03-30,5695
GA,2020-03-30,3032
HI,2020-03-30,204
ID,2020-03-30,415
IL,2020-03-30,5070
IN,2020-03-30,1797
IA,2020-03-30,424
KS,2020-03-30,374
KY,2020-03-30,480
LA,2020-03-30,4024
ME,2020-03-30,275
MD,2020-03-30,1415
MA,2020-03-30,5752
MI,2020-03-30,6508
MN,2020-03-30,576
MS,2020-03-30,848
MO,2020-03-30,1049
MT,2020-03-30,177
NE,2020-03-30,185
NV,2020-03-30,1044
NH,2020-03-30,314
NJ,2020-03-30,16636
NM,2020-03-30,282
NY,2020-03-30,67504
NC,2020-03-30,1303
ND,2020-03-30,109
OH,2020-03-30,1933
OK,2020-03-30,481
OR,2020-03-30,607
PA,2020-03-30,4156
RI,2020-03-30,408
SC,2020-03-30,925
SD,2020-03-30,100
TN,2020-03-30,1721
TX,2020-03-30,3065
UT,2020-03-30,806
VT,2020-03-30,256
VA,2020-03-30,1020
WA,2020-03-30,5180
WV,2020-03-30,145
WI,2020-03-30,1269
WY,2020-03-30,96
AL,2020-03-31,999
AK,2020-03-31,133
AZ,2020-03-31,1298
AR,2020-03-31,564
CA,2020-03-31,8583
CO,2020-03-31,2990
CT,2020-03-31,3128
DE,2020-03-31,319
DC,2020-03-31,495
FL,2020-03-31,6742
GA,2020-03-31,4116
HI,2020-03-31,224
ID,2020-03-31,526
IL,2020-03-31,5992
IN,2020-03-31,2177
IA,2020-03-31,498
KS,2020-03-31,435
KY,2020-03-31,590
LA,2020-03-31,5237
ME,2020-03-31,303
MD,2020-03-31,1662
MA,2020-03-31,6620
MI,2020-03-31,7629
MN,2020-03-31,629
MS,2020-03-31,937
MO,2020-03-31,1350
MT,2020-03-31,198
NE,2020-03-31,199
NV,2020-03-31,1113
NH,2020-03-31,367
NJ,2020-03-31,18696
NM,2020-03-31,315
NY,2020-03-31,76211
NC,2020-03-31,1527
ND,2020-03-31,126
OH,2020-03-31,2199
OK,2020-03-31,566
OR,2020-03-31,690
PA,2020-03-31,4997
RI,2020-03-31,488
SC,2020-03-31,1083
SD,2020-03-31,107
TN,2020-03-31,2049
TX,2020-03-31,3588
UT,2020-03-31,887
VT,2020-03-31,293
VA,2020-03-31,1249
WA,2020-03-31,5293
WV,2020-03-31,162
WI,2020-03-31,1351
WY,2020-03-31,121
AL,2020-04-01,1108
AK,2020-04-01,143
AZ,2020-04-01,1413
AR,2020-04-01,624
CA,2020-04-01,9857
CO,2020-04-01,3346
CT,2020-04-01,3557
DE,2020-04-01,368
DC,2020-04-01,586
FL,2020-04-01,7769
GA,2020-04-01,4747
HI,2020-04-01,258
ID,2020-04-01,669
IL,2020-04-01,6978
IN,2020-04-01,2578
IA,2020-04-01,549
KS,2020-04-01,489
KY,2020-04-01,674
LA,2020-04-01,6424
ME,2020-04-01,344
MD,2020-04-01,1985
MA,2020-04-01,7738
MI,2020-04-01,9292
MN,2020-04-01,689
MS,2020-04-01,1073
MO,2020-04-01,1580
MT,2020-04-01,219
NE,2020-04-01,249
NV,2020-04-01,1279
NH,2020-04-01,415
NJ,2020-04-01,22255
NM,2020-04-01,363
NY,2020-04-01,84364
NC,2020-04-01,1591
ND,2020-04-01,147
OH,2020-04-01,2548
OK,2020-04-01,719
OR,2020-04-01,737
PA,2020-04-01,5805
RI,2020-04-01,566
SC,2020-04-01,1293
SD,2020-04-01,129
TN,2020-04-01,2689
TX,2020-04-01,4402
UT,2020-04-01,1012
VT,2020-04-01,321
VA,2020-04-01,1511
WA,2020-04-01,5589
WV,2020-04-01,191
WI,2020-04-01,1552
WY,2020-04-01,138
AL,2020-04-02,1270
AK,2020-04-02,146
AZ,2020-04-02,1600
AR,2020-04-02,683
CA,2020-04-02,11190
CO,2020-04-02,3728
CT,2020-04-02,3824
DE,2020-04-02,393
DC,2020-04-02,653
FL,2020-04-02,9000
GA,2020-04-02,5444
HI,2020-04-02,283
ID,2020-04-02,891
IL,2020-04-02,7695
IN,2020-04-02,3056
IA,2020-04-02,614
KS,2020-04-02,554
KY,2020-04-02,747
LA,2020-04-02,9152
ME,2020-04-02,376
MD,2020-04-02,2331
MA,2020-04-02,8966
MI,2020-04-02,10791
MN,2020-04-02,742
MS,2020-04-02,1177
MO,2020-04-02,1834
MT,2020-04-02,241
NE,2020-04-02,273
NV,2020-04-02,1458
NH,2020-04-02,479
NJ,2020-04-02,25590
NM,2020-04-02,403
NY,2020-04-02,93360
NC,2020-04-02,1858
ND,2020-04-02,159
OH,2020-04-02,2903
OK,2020-04-02,879
OR,2020-04-02,827
PA,2020-04-02,7021
RI,2020-04-02,657
SC,2020-04-02,1554
SD,2020-04-02,165
TN,2020-04-02,2868
TX,2020-04-02,4952
UT,2020-04-02,1077
VT,2020-04-02,338
VA,2020-04-02,1706
WA,2020-04-02,6586
WV,2020-04-02,217
WI,2020-04-02,1730
WY,2020-04-02,154
AL,2020-04-03,1535
AK,2020-04-03,156
AZ,2020-04-03,1769
AR,2020-04-03,738
CA,2020-04-03,12569
CO,2020-04-03,4182
CT,2020-04-03,4915
DE,2020-04-03,450
DC,2020-04-03,757
FL,2020-04-03,10260
GA,2020-04-03,5967
HI,2020-04-03,317
ID,2020-04-03,1012
IL,2020-04-03,8904
IN,2020-04-03,3455
IA,2020-04-03,699
KS,2020-04-03,625
KY,2020-04-03,762
LA,2020-04-03,10299
ME,2020-04-03,432
MD,2020-04-03,2758
MA,2020-04-03,10402
MI,2020-04-03,12669
MN,2020-04-03,789
MS,2020-04-03,1358
MO,2020-04-03,2113
MT,2020-04-03,262
NE,2020-04-03,297
NV,2020-04-03,1549
NH,2020-04-03,540
NJ,2020-04-03,29895
NM,2020-04-03,495
NY,2020-04-03,103689
NC,2020-04-03,2093
ND,2020-04-03,173
OH,2020-04-03,3312
OK,2020-04-03,989
OR,2020-04-03,899
PA,2020-04-03,8420
RI,2020-04-03,711
SC,2020-04-03,1700
SD,2020-04-03,187
TN,2020-04-03,3032
TX,2020-04-03,5773
UT,2020-04-03,1248
VT,2020-04-03,389
VA,2020-04-03,2011
WA,2020-04-03,6967
WV,2020-04-03,242
WI,2020-04-03,1916
WY,2020-04-03,167
AL,2020-04-04,1632
AK,2020-04-04,169
AZ,2020-04-04,2019
AR,2020-04-04,743
CA,2020-04-04,13796
CO,2020-04-04,4574
CT,2020-04-04,5276
DE,2020-04-04,593
DC,2020-04-04,902
FL,2020-04-04,11537
GA,2020-04-04,6383
HI,2020-04-04,349
ID,2020-04-04,1076
IL,2020-04-04,10357
IN,2020-04-04,3975
IA,2020-04-04,786
KS,2020-04-04,702
KY,2020-04-04,909
LA,2020-04-04,12500
ME,2020-04-04,456
MD,2020-04-04,3125
MA,2020-04-04,11736
MI,2020-04-04,14225
MN,2020-04-04,865
MS,2020-04-04,1455
MO,2020-04-04,2291
MT,2020-04-04,281
NE,2020-04-04,339
NV,2020-04-04,1758
NH,2020-04-04,621
NJ,2020-04-04,34124
NM,2020-04-04,544
NY,2020-04-04,115963
NC,2020-04-04,2402
ND,2020-04-04,186
OH,2020-04-04,3739
OK,2020-04-04,1159
OR,2020-04-04,1000
PA,2020-04-04,10110
RI,2020-04-04,806
SC,2020-04-04,1917
SD,2020-04-04,212
TN,2020-04-04,3265
TX,2020-04-04,6566
UT,2020-04-04,1426
VT,2020-04-04,461
VA,2020-04-04,2408
WA,2020-04-04,7499
WV,2020-04-04,282
WI,2020-04-04,2112
WY,2020-04-04,189
AL,2020-04-05,1840
AK,2020-04-05,183
AZ,2020-04-05,2269
AR,2020-04-05,853
CA,2020-04-05,15202
CO,2020-04-05,4950
CT,2020-04-05,5675
DE,2020-04-05,673
DC,2020-04-05,998
FL,2020-04-05,12342
GA,2020-04-05,6742
HI,2020-04-05,369
ID,2020-04-05,1100
IL,2020-04-05,11276
IN,2020-04-05,4437
IA,2020-04-05,868
KS,2020-04-05,769
KY,2020-04-05,1048
LA,2020-04-05,13014
ME,2020-04-05,470
MD,2020-04-05,3609
MA,2020-04-05,12500
MI,2020-04-05,15633
MN,2020-04-05,935
MS,2020-04-05,1638
MO,2020-04-05,2367
MT,2020-04-05,298
NE,2020-04-05,377
NV,2020-04-05,1880
NH,2020-04-05,669
NJ,2020-04-05,37505
NM,2020-04-05,624
NY,2020-04-05,124085
NC,2020-04-05,2585
ND,2020-04-05,207
OH,2020-04-05,4043
OK,2020-04-05,1251
OR,2020-04-05,1068
PA,2020-04-05,11590
RI,2020-04-05,922
SC,2020-04-05,2049
SD,2020-04-05,240
TN,2020-04-05,3538
TX,2020-04-05,7117
UT,2020-04-05,1618
VT,2020-04-05,512
VA,2020-04-05,2636
WA,2020-04-05,7985
WV,2020-04-05,325
WI,2020-04-05,2267
WY,2020-04-05,200
AL,2020-04-06,2005
AK,2020-04-06,189
AZ,2020-04-06,2466
AR,2020-04-06,927
CA,2020-04-06,16361
CO,2020-04-06,5172
CT,2020-04-06,6906
DE,2020-04-06,783
DC,2020-04-06,1097
FL,2020-04-06,13621
GA,2020-04-06,7558
HI,2020-04-06,385
ID,2020-04-06,1170
IL,2020-04-06,12262
IN,2020-04-06,4986
IA,2020-04-06,946
KS,2020-04-06,854
KY,2020-04-06,1057
LA,2020-04-06,14867
ME,2020-04-06,499
MD,2020-04-06,4045
MA,2020-04-06,13837
MI,2020-04-06,17129
MN,2020-04-06,986
MS,2020-04-06,1738
MO,2020-04-06,2722
MT,2020-04-06,319
NE,2020-04-06,438
NV,2020-04-06,1971
NH,2020-04-06,715
NJ,2020-04-06,41090
NM,2020-04-06,686
NY,2020-04-06,133389
NC,2020-04-06,2870
ND,2020-04-06,225
OH,2020-04-06,4450
OK,2020-04-06,1326
OR,2020-04-06,1132
PA,2020-04-06,13075
RI,2020-04-06,1082
SC,2020-04-06,2232
SD,2020-04-06,288
TN,2020-04-06,3753
TX,2020-04-06,8150
UT,2020-04-06,1662
VT,2020-04-06,543
VA,2020-04-06,2877
WA,2020-04-06,8385
WV,2020-04-06,347
WI,2020-04-06,2440
WY,2020-04-06,213
AL,2020-04-07,2197
AK,2020-04-07,211
AZ,2020-04-07,2577
AR,2020-04-07,997
CA,2020-04-07,17540
CO,2020-04-07,5429
CT,2020-04-07,7781
DE,2020-04-07,928
DC,2020-04-07,1211
FL,2020-04-07,14739
GA,2020-04-07,9156
HI,2020-04-07,408
ID,2020-04-07,1210
IL,2020-04-07,13549
IN,2020-04-07,5544
IA,2020-04-07,1048
KS,2020-04-07,905
KY,2020-04-07,1289
LA,2020-04-07,16284
ME,2020-04-07,519
MD,2020-04-07,4371
MA,2020-04-07,15202
MI,2020-04-07,18851
MN,2020-04-07,1069
MS,2020-04-07,1915
MO,2020-04-07,3037
MT,2020-04-07,319
NE,2020-04-07,491
NV,2020-04-07,2101
NH,2020-04-07,747
NJ,2020-04-07,44416
NM,2020-04-07,794
NY,2020-04-07,141703
NC,2020-04-07,3220
ND,2020-04-07,237
OH,2020-04-07,4783
OK,2020-04-07,1470
OR,2020-04-07,1181
PA,2020-04-07,14582
RI,2020-04-07,1229
SC,2020-04-07,2417
SD,2020-04-07,320
TN,2020-04-07,4010
TX,2020-04-07,8968
UT,2020-04-07,1737
VT,2020-04-07,575
VA,2020-04-07,3332
WA,2020-04-07,8683
WV,2020-04-07,413
WI,2020-04-07,2578
WY,2020-04-07,221
AL,2020-04-08,2498
AK,2020-04-08,224
AZ,2020-04-08,2726
AR,2020-04-08,1077
CA,2020-04-08,19043
CO,2020-04-08,5655
CT,2020-04-08,8781
DE,2020-04-08,1116
DC,2020-04-08,1440
FL,2020-04-08,15690
GA,2020-04-08,10204
HI,2020-04-08,433
ID,2020-04-08,1232
IL,2020-04-08,15078
IN,2020-04-08,5986
IA,2020-04-08,1145
KS,2020-04-08,1055
KY,2020-04-08,1393
LA,2020-04-08,17030
ME,2020-04-08,537
MD,2020-04-08,5529
MA,2020-04-08,16790
MI,2020-04-08,20220
MN,2020-04-08,1154
MS,2020-04-08,2003
MO,2020-04-08,3327
MT,2020-04-08,332
NE,2020-04-08,538
NV,2020-04-08,2318
NH,2020-04-08,788
NJ,2020-04-08,47437
NM,2020-04-08,865
NY,2020-04-08,151271
NC,2020-04-08,3423
ND,2020-04-08,251
OH,2020-04-08,5149
OK,2020-04-08,1523
OR,2020-04-08,1239
PA,2020-04-08,16414
RI,2020-04-08,1450
SC,2020-04-08,2552
SD,2020-04-08,393
TN,2020-04-08,4246
TX,2020-04-08,9897
UT,2020-04-08,1860
VT,2020-04-08,605
VA,2020-04-08,3644
WA,2020-04-08,9098
WV,2020-04-08,483
WI,2020-04-08,2756
WY,2020-04-08,230
AL,2020-04-09,2838
AK,2020-04-09,233
AZ,2020-04-09,3018
AR,2020-04-09,1146
CA,2020-04-09,20191
CO,2020-04-09,6202
CT,2020-04-09,9784
DE,2020-04-09,1209
DC,2020-04-09,1523
FL,2020-04-09,16819
GA,2020-04-09,10885
HI,2020-04-09,440
ID,2020-04-09,1366
IL,2020-04-09,16422
IN,2020-04-09,6400
IA,2020-04-09,1270
KS,2020-04-09,1116
KY,2020-04-09,1525
LA,2020-04-09,18283
ME,2020-04-09,560
MD,2020-04-09,6185
MA,2020-04-09,18941
MI,2020-04-09,21375
MN,2020-04-09,1242
MS,2020-04-09,2260
MO,2020-04-09,3539
MT,2020-04-09,354
NE,2020-04-09,594
NV,2020-04-09,2456
NH,2020-04-09,819
NJ,2020-04-09,51027
NM,2020-04-09,989
NY,2020-04-09,162036
NC,2020-04-09,3651
ND,2020-04-09,269
OH,2020-04-09,5513
OK,2020-04-09,1683
OR,2020-04-09,1321
PA,2020-04-09,18379
RI,2020-04-09,1727
SC,2020-04-09,2792
SD,2020-04-09,447
TN,2020-04-09,4456
TX,2020-04-09,11372
UT,2020-04-09,1980
VT,2020-04-09,628
VA,2020-04-09,4041
WA,2020-04-09,9609
WV,2020-04-09,524
WI,2020-04-09,2885
WY,2020-04-09,303
AL,2020-04-10,3008
AK,2020-04-10,244
AZ,2020-04-10,3112
AR,2020-04-10,1202
CA,2020-04-10,21366
CO,2020-04-10,6510
CT,2020-04-10,10538
DE,2020-04-10,1326
DC,2020-04-10,1660
FL,2020-04-10,17960
GA,2020-04-10,11859
HI,2020-04-10,463
ID,2020-04-10,1425
IL,2020-04-10,17887
IN,2020-04-10,6960
IA,2020-04-10,1388
KS,2020-04-10,1180
KY,2020-04-10,1702
LA,2020-04-10,19253
ME,2020-04-10,586
MD,2020-04-10,6968
MA,2020-04-10,20974
MI,2020-04-10,22646
MN,2020-04-10,1335
MS,2020-04-10,2469
MO,2020-04-10,3799
MT,2020-04-10,365
NE,2020-04-10,678
NV,2020-04-10,2606
NH,2020-04-10,885
NJ,2020-04-10,54588
NM,2020-04-10,1090
NY,2020-04-10,172830
NC,2020-04-10,3906
ND,2020-04-10,278
OH,2020-04-10,5879
OK,2020-04-10,1794
OR,2020-04-10,1371
PA,2020-04-10,20128
RI,2020-04-10,2015
SC,2020-04-10,3065
SD,2020-04-10,536
TN,2020-04-10,4793
TX,2020-04-10,12291
UT,2020-04-10,2103
VT,2020-04-10,679
VA,2020-04-10,4509
WA,2020-04-10,9888
WV,2020-04-10,537
WI,2020-04-10,3068
WY,2020-04-10,320
AL,2020-04-11,3262
AK,2020-04-11,255
AZ,2020-04-11,3393
AR,2020-04-11,1228
CA,2020-04-11,22421
CO,2020-04-11,6893
CT,2020-04-11,11510
DE,2020-04-11,1479
DC,2020-04-11,1778
FL,2020-04-11,18978
GA,2020-04-11,12261
HI,2020-04-11,484
ID,2020-04-11,1438
IL,2020-04-11,19180
IN,2020-04-11,7494
IA,2020-04-11,1510
KS,2020-04-11,1282
KY,2020-04-11,1851
LA,2020-04-11,20014
ME,2020-04-11,616
MD,2020-04-11,7694
MA,2020-04-11,22860
MI,2020-04-11,23855
MN,2020-04-11,1427
MS,2020-04-11,2642
MO,2020-04-11,4024
MT,2020-04-11,377
NE,2020-04-11,718
NV,2020-04-11,2720
NH,2020-04-11,929
NJ,2020-04-11,58151
NM,2020-04-11,1174
NY,2020-04-11,182990
NC,2020-04-11,4310
ND,2020-04-11,293
OH,2020-04-11,6251
OK,2020-04-11,1868
OR,2020-04-11,1447
PA,2020-04-11,21774
RI,2020-04-11,2349
SC,2020-04-11,3207
SD,2020-04-11,626
TN,2020-04-11,4983
TX,2020-04-11,13208
UT,2020-04-11,2208
VT,2020-04-11,711
VA,2020-04-11,5076
WA,2020-04-11,10227
WV,2020-04-11,593
WI,2020-04-11,3213
WY,2020-04-11,343
AL,2020-04-12,3583
AK,2020-04-12,270
AZ,2020-04-12,3539
AR,2020-04-12,1280
CA,2020-04-12,23323
CO,2020-04-12,7303
CT,2020-04-12,12035
DE,2020-04-12,1625
DC,2020-04-12,1875
FL,2020-04-12,19855
GA,2020-04-12,12103
HI,2020-04-12,497
ID,2020-04-12,1457
IL,2020-04-12,20852
IN,2020-04-12,7990
IA,2020-04-12,1587
KS,2020-04-12,1337
KY,2020-04-12,1963
LA,2020-04-12,20595
ME,2020-04-12,633
MD,2020-04-12,8225
MA,2020-04-12,25475
MI,2020-04-12,24496
MN,2020-04-12,1621
MS,2020-04-12,2781
MO,2020-04-12,4160
MT,2020-04-12,387
NE,2020-04-12,805
NV,2020-04-12,2860
NH,2020-04-12,985
NJ,2020-04-12,61850
NM,2020-04-12,1245
NY,2020-04-12,191425
NC,2020-04-12,4520
ND,2020-04-12,308
OH,2020-04-12,6605
OK,2020-04-12,1970
OR,2020-04-12,1527
PA,2020-04-12,22955
RI,2020-04-12,2665
SC,2020-04-12,3319
SD,2020-04-12,729
TN,2020-04-12,5144
TX,2020-04-12,13776
UT,2020-04-12,2305
VT,2020-04-12,727
VA,2020-04-12,5273
WA,2020-04-12,10414
WV,2020-04-12,615
WI,2020-04-12,3341
WY,2020-04-12,364
AL,2020-04-13,3805
AK,2020-04-13,275
AZ,2020-04-13,3702
AR,2020-04-13,1475
CA,2020-04-13,24334
CO,2020-04-13,7691
CT,2020-04-13,13381
DE,2020-04-13,1761
DC,2020-04-13,1955
FL,2020-04-13,21011
GA,2020-04-13,13125
HI,2020-04-13,502
ID,2020-04-13,1499
IL,2020-04-13,22025
IN,2020-04-13,8300
IA,2020-04-13,1710
KS,2020-04-13,1384
KY,2020-04-13,2048
LA,2020-04-13,21016
ME,2020-04-13,698
MD,2020-04-13,8936
MA,2020-04-13,26867
MI,2020-04-13,25490
MN,2020-04-13,1650
MS,2020-04-13,2942
MO,2020-04-13,4388
MT,2020-04-13,394
NE,2020-04-13,870
NV,2020-04-13,3036
NH,2020-04-13,1020
NJ,2020-04-13,64584
NM,2020-04-13,1345
NY,2020-04-13,197973
NC,2020-04-13,4788
ND,2020-04-13,331
OH,2020-04-13,6975
OK,2020-04-13,2069
OR,2020-04-13,1584
PA,2020-04-13,24295
RI,2020-04-13,2976
SC,2020-04-13,3439
SD,2020-04-13,867
TN,2020-04-13,5483
TX,2020-04-13,14487
UT,2020-04-13,2368
VT,2020-04-13,748
VA,2020-04-13,5746
WA,2020-04-13,10547
WV,2020-04-13,638
WI,2020-04-13,3428
WY,2020-04-13,373
AL,2020-04-14,3953
AK,2020-04-14,283
AZ,2020-04-14,3806
AR,2020-04-14,1498
CA,2020-04-14,25758
CO,2020-04-14,7941
CT,2020-04-14,13989
DE,2020-04-14,1926
DC,2020-04-14,2058
FL,2020-04-14,21620
GA,2020-04-14,13913
HI,2020-04-14,511
ID,2020-04-14,1538
IL,2020-04-14,23247
IN,2020-04-14,8598
IA,2020-04-14,1899
KS,2020-04-14,1440
KY,2020-04-14,2210
LA,2020-04-14,21518
ME,2020-04-14,734
MD,2020-04-14,9472
MA,2020-04-14,28163
MI,2020-04-14,26845
MN,2020-04-14,1695
MS,2020-04-14,3087
MO,2020-04-14,4686
MT,2020-04-14,399
NE,2020-04-14,930
NV,2020-04-14,3137
NH,2020-04-14,1091
NJ,2020-04-14,68824
NM,2020-04-14,1407
NY,2020-04-14,205375
NC,2020-04-14,4992
ND,2020-04-14,341
OH,2020-04-14,7280
OK,2020-04-14,2184
OR,2020-04-14,1633
PA,2020-04-14,25591
RI,2020-04-14,3251
SC,2020-04-14,3553
SD,2020-04-14,987
TN,2020-04-14,5654
TX,2020-04-14,15303
UT,2020-04-14,2420
VT,2020-04-14,752
VA,2020-04-14,6173
WA,2020-04-14,10711
WV,2020-04-14,697
WI,2020-04-14,3555
WY,2020-04-14,373
AL,2020-04-15,4241
AK,2020-04-15,291
AZ,2020-04-15,3962
AR,2020-04-15,1599
CA,2020-04-15,27107
CO,2020-04-15,8280
CT,2020-04-15,14755
DE,2020-04-15,2014
DC,2020-04-15,2197
FL,2020-04-15,22526
GA,2020-04-15,14583
HI,2020-04-15,524
ID,2020-04-15,1587
IL,2020-04-15,24593
IN,2020-04-15,9030
IA,2020-04-15,1995
KS,2020-04-15,1503
KY,2020-04-15,2295
LA,2020-04-15,21951
ME,2020-04-15,770
MD,2020-04-15,10096
MA,2020-04-15,29918
MI,2020-04-15,27894
MN,2020-04-15,1809
MS,2020-04-15,3360
MO,2020-04-15,4895
MT,2020-04-15,404
NE,2020-04-15,994
NV,2020-04-15,3212
NH,2020-04-15,1139
NJ,2020-04-15,71030
NM,2020-04-15,1484
NY,2020-04-15,217130
NC,2020-04-15,5123
ND,2020-04-15,365
OH,2020-04-15,7791
OK,2020-04-15,2263
OR,2020-04-15,1663
PA,2020-04-15,26804
RI,2020-04-15,3529
SC,2020-04-15,3656
SD,2020-04-15,1168
TN,2020-04-15,5864
TX,2020-04-15,16106
UT,2020-04-15,2549
VT,2020-04-15,759
VA,2020-04-15,6502
WA,2020-04-15,10806
WV,2020-04-15,725
WI,2020-04-15,3721
WY,2020-04-15,392
AL,2020-04-16,4404
AK,2020-04-16,298
AZ,2020-04-16,4234
AR,2020-04-16,1620
CA,2020-04-16,28142
CO,2020-04-16,8675
CT,2020-04-16,15884
DE,2020-04-16,2075
DC,2020-04-16,2350
FL,2020-04-16,23332
GA,2020-04-16,15644
HI,2020-04-16,535
ID,2020-04-16,1609
IL,2020-04-16,25734
IN,2020-04-16,9619
IA,2020-04-16,2141
KS,2020-04-16,1595
KY,2020-04-16,2429
LA,2020-04-16,22532
ME,2020-04-16,796
MD,2020-04-16,10851
MA,2020-04-16,32181
MI,2020-04-16,29120
MN,2020-04-16,1912
MS,2020-04-16,3624
MO,2020-04-16,5111
MT,2020-04-16,415
NE,2020-04-16,1094
NV,2020-04-16,3321
NH,2020-04-16,1211
NJ,2020-04-16,75317
NM,2020-04-16,1597
NY,2020-04-16,225761
NC,2020-04-16,5463
ND,2020-04-16,393
OH,2020-04-16,8414
OK,2020-04-16,2357
OR,2020-04-16,1736
PA,2020-04-16,28314
RI,2020-04-16,3838
SC,2020-04-16,3931
SD,2020-04-16,1311
TN,2020-04-16,6077
TX,2020-04-16,16928
UT,2020-04-16,2687
VT,2020-04-16,768
VA,2020-04-16,6891
WA,2020-04-16,11180
WV,2020-04-16,739
WI,2020-04-16,3875
WY,2020-04-16,393
AL,2020-04-17,4572
AK,2020-04-17,307
AZ,2020-04-17,4507
AR,2020-04-17,1695
CA,2020-04-17,29398
CO,2020-04-17,9047
CT,2020-04-17,16809
DE,2020-04-17,2323
DC,2020-04-17,2476
FL,2020-04-17,24745
GA,2020-04-17,16658
HI,2020-04-17,547
ID,2020-04-17,1655
IL,2020-04-17,27575
IN,2020-04-17,10235
IA,2020-04-17,2332
KS,2020-04-17,1732
KY,2020-04-17,2522
LA,2020-04-17,23118
ME,2020-04-17,827
MD,2020-04-17,11641
MA,2020-04-17,34402
MI,2020-04-17,29954
MN,2020-04-17,2071
MS,2020-04-17,3793
MO,2020-04-17,5283
MT,2020-04-17,422
NE,2020-04-17,1216
NV,2020-04-17,3524
NH,2020-04-17,1287
NJ,2020-04-17,78467
NM,2020-04-17,1711
NY,2020-04-17,233293
NC,2020-04-17,5859
ND,2020-04-17,439
OH,2020-04-17,9107
OK,2020-04-17,2465
OR,2020-04-17,1785
PA,2020-04-17,30121
RI,2020-04-17,4177
SC,2020-04-17,4086
SD,2020-04-17,1411
TN,2020-04-17,6423
TX,2020-04-17,18131
UT,2020-04-17,2813
VT,2020-04-17,779
VA,2020-04-17,7492
WA,2020-04-17,11479
WV,2020-04-17,776
WI,2020-04-17,4045
WY,2020-04-17,401
AL,2020-04-18,4723
AK,2020-04-18,312
AZ,2020-04-18,4719
AR,2020-04-18,1777
CA,2020-04-18,30829
CO,2020-04-18,9433
CT,2020-04-18,17550
DE,2020-04-18,2538
DC,2020-04-18,2666
FL,2020-04-18,25484
GA,2020-04-18,17014
HI,2020-04-18,568
ID,2020-04-18,1668
IL,2020-04-18,29160
IN,2020-04-18,10730
IA,2020-04-18,2513
KS,2020-04-18,1820
KY,2020-04-18,2707
LA,2020-04-18,23580
ME,2020-04-18,847
MD,2020-04-18,12379
MA,2020-04-18,36372
MI,2020-04-18,30718
MN,2020-04-18,2213
MS,2020-04-18,3974
MO,2020-04-18,5517
MT,2020-04-18,426
NE,2020-04-18,1348
NV,2020-04-18,3626
NH,2020-04-18,1342
NJ,2020-04-18,81420
NM,2020-04-18,1798
NY,2020-04-18,240542
NC,2020-04-18,6140
ND,2020-04-18,528
OH,2020-04-18,10222
OK,2020-04-18,2570
OR,2020-04-18,1844
PA,2020-04-18,31742
RI,2020-04-18,4491
SC,2020-04-18,4246
SD,2020-04-18,1541
TN,2020-04-18,6624
TX,2020-04-18,18927
UT,2020-04-18,2942
VT,2020-04-18,803
VA,2020-04-18,8053
WA,2020-04-18,11850
WV,2020-04-18,825
WI,2020-04-18,4199
WY,2020-04-18,412
AL,2020-04-19,4903
AK,2020-04-19,317
AZ,2020-04-19,4929
AR,2020-04-19,1781
CA,2020-04-19,31544
CO,2020-04-19,9730
CT,2020-04-19,17962
DE,2020-04-19,2538
DC,2020-04-19,2793
FL,2020-04-19,26306
GA,2020-04-19,17619
HI,2020-04-19,574
ID,2020-04-19,1672
IL,2020-04-19,30357
IN,2020-04-19,11301
IA,2020-04-19,2915
KS,2020-04-19,1897
KY,2020-04-19,2960
LA,2020-04-19,23928
ME,2020-04-19,867
MD,2020-04-19,12892
MA,2020-04-19,38077
MI,2020-04-19,31349
MN,2020-04-19,2356
MS,2020-04-19,4274
MO,2020-04-19,5667
MT,2020-04-19,433
NE,2020-04-19,1473
NV,2020-04-19,3710
NH,2020-04-19,1392
NJ,2020-04-19,85301
NM,2020-04-19,1845
NY,2020-04-19,246741
NC,2020-04-19,6493
ND,2020-04-19,585
